application_id,application_date,age,annual_income,employment_years,home_ownership,region,purpose,loan_amount,loan_term_months,interest_rate,credit_score,dti,revolving_utilization,num_open_credit_lines,num_late_payments_2yr,default_flag
APP000439,2026-05-02,27,58897.91,6.6,RENT,West,debt_consolidation,26618.2,36,11.09,685,38.4,0.251,7,1,0
APP000440,2024-05-23,50,70026.04,9.3,MORTGAGE,South,credit_card,20200.58,36,11.55,695,11.3,0,9,1,0
APP000441,2024-03-10,34,55641.12,12.2,OTHER,Northeast,credit_card,10942.53,36,8.08,754,19.5,0,18,1,0
APP000442,2025-03-01,56,40791.79,13.0,RENT,South,debt_consolidation,12359.58,36,8.48,726,16.2,0,14,0,0
APP000443,2024-07-12,39,82902.26,23,RENT,Midwest,major_purchase,5473.3,60,13.48,645,37.1,0,11,0,0
APP000444,2025-01-29,55,40991.03,13.5,MORTGAGE,South,debt_consolidation,4226.52,36,7.28,782,6.1,0.307,9,1,0
APP000445,2024-08-25,54,30104.92,19.5,RENT,Northeast,medical,16049.19,60,13.8,651,30.0,0,8,1,0
APP000446,2023-12-01,34,52560.58,14.7,MORTGAGE,South,car,11287.49,36,5.69,772,15.1,0,2,1,0
APP000447,2024-10-08,39,57860.07,13.9,MORTGAGE,West,car,9868.91,36,9.36,742,32.1,0.259,9,1,0
APP000448,2024-12-11,47,49383.58,23.9,MORTGAGE,Midwest,major_purchase,19377.41,60,13.0,637,14.9,0,5,1,0
APP000449,2025-07-03,57,108821.15,13.3,RENT,South,car,9708.4,60,14.81,657,29.7,0,7,0,0
APP000450,2026-02-11,50,71878.25,13.6,MORTGAGE,Midwest,credit_card,11518.95,36,8.49,765,32.0,0,16,0,0
APP000451,2026-06-16,63,39381.88,8.2,RENT,South,debt_consolidation,4135.98,36,14.2,589,60.3,0,11,2,0
APP000452,2026-08-04,49,50873.16,8.9,RENT,Northeast,car,8988.38,60,12.49,625,33.0,0,16,0,0
APP000453,2026-03-19,43,52477.89,18.2,OWN,Northeast,home_improvement,16794.3,36,7.83,759,15.6,0.323,14,0,0
APP000454,2026-08-05,22,26960.36,0.6,RENT,Northeast,credit_card,25874.58,60,13.19,650,22.0,0.022,14,0,0
APP000455,2025-03-30,62,37413.99,14.3,RENT,South,debt_consolidation,2875.18,60,14.08,607,17.0,0,5,1,0
APP000456,2025-07-24,61,23754.09,9.4,MORTGAGE,West,home_improvement,12144.72,60,9.58,700,25.0,0.242,8,0,0
APP000457,2024-12-04,31,60590.13,15,OTHER,South,car,7076.27,36,10.64,652,27.5,0.153,2,0,0
APP000458,2025-11-16,60,32213.05,21.2,RENT,Northeast,vacation,20082.4,36,8.44,745,41.3,0,17,0,0
APP000459,2026-01-15,41,35817.24,11.1,OWN,Midwest,credit_card,4297.55,60,6.23,780,30.5,0.077,8,0,0
APP000460,2024-09-03,32,54244.81,9.0,RENT,South,debt_consolidation,14615.66,60,16.0,535,17.7,0.119,8,2,1
APP000461,2026-01-06,58,37117.48,18.4,RENT,South,home_improvement,32932.97,60,13.46,590,14.0,0,10,1,0
APP000462,2024-02-11,39,130493.22,9.9,OWN,Midwest,debt_consolidation,9553.22,36,14.39,585,36.0,0.126,9,2,0
APP000463,2023-11-20,41,38750.7,23.1,RENT,South,home_improvement,14532.85,60,9.52,775,25.3,0.252,4,3,0
APP000464,2024-09-09,25,43970.68,9,RENT,Northeast,home_improvement,34013.53,36,14.14,617,18.2,0,10,0,0
APP000465,2024-05-08,46,84010.81,10.7,RENT,Midwest,debt_consolidation,23063.14,36,11.99,660,20.2,0,0,0,0
APP000466,2025-12-14,26,45823.49,10,OWN,South,debt_consolidation,15699.66,36,8.46,779,30.1,0,6,1,0
APP000467,2024-09-22,71,77750.72,3.3,MORTGAGE,South,credit_card,10442.41,36,5.76,808,33.4,0,9,0,0
APP000468,2026-08-21,44,43651.57,2.9,RENT,West,debt_consolidation,8248.25,36,6.66,848,23.9,0.103,7,0,0
APP000469,2024-09-30,60,74207.58,15.3,MORTGAGE,South,major_purchase,9696.84,60,6.29,716,23.6,0.107,10,0,0
APP000470,2024-07-28,50,35876.58,7.9,RENT,South,home_improvement,6059.87,36,9.13,716,24.8,0.108,12,0,0
APP000471,2024-09-19,48,61644.05,10.9,RENT,South,debt_consolidation,9338.24,60,9.09,705,31.0,0.228,13,0,0
APP000472,2026-02-13,26,27640.73,10,OWN,West,credit_card,10663.24,36,8.61,721,21.3,0,12,0,0
APP000473,2023-11-19,56,113853.92,16.7,RENT,South,credit_card,11709.12,36,10.88,661,10.4,0.3,8,1,0
APP000474,2026-06-04,40,38335.92,9.7,OWN,West,debt_consolidation,19254.25,60,14.7,597,32.1,0.17,5,1,0
APP000475,2026-06-04,65,36356.85,20.5,OWN,West,other,5692.29,60,9.64,721,35.8,0,8,0,0
APP000476,2026-01-12,54,88928.88,11.3,RENT,South,debt_consolidation,16026.5,36,5.0,850,29.0,0,6,0,0
APP000477,2024-07-01,52,38241.24,8.0,OWN,South,home_improvement,7441.31,36,10.23,748,19.3,0.154,7,3,0
APP000478,2026-04-14,60,52018.37,12.4,MORTGAGE,Northeast,credit_card,5163.38,36,5.0,800,19.6,0,7,0,0
APP000479,2025-06-01,33,30865.23,9.1,MORTGAGE,Northeast,debt_consolidation,9391.88,36,10.36,674,31.4,0.091,7,0,0
APP000480,2024-06-30,38,52713.26,22,MORTGAGE,West,credit_card,19033.08,36,9.72,708,10.5,0.062,12,0,0
APP000481,2024-08-20,49,33063.64,8.1,RENT,Midwest,medical,8355.05,36,12.1,666,14.9,0,4,0,0
APP000482,2025-09-16,32,42511.18,4.8,MORTGAGE,Midwest,debt_consolidation,6982.38,36,8.12,753,33.3,0,12,0,0
APP000483,2025-09-10,41,35274.21,4.3,OWN,West,credit_card,21648.8,36,8.53,701,15.5,0,5,0,0
APP000484,2024-08-22,46,47814.89,14.8,MORTGAGE,Northeast,medical,10461.47,36,13.62,663,17.7,0,6,1,0
APP000485,2026-08-02,34,121896.99,10.1,RENT,West,major_purchase,19458.74,36,5.0,850,2.5,0,15,1,0
APP000486,2026-08-13,30,97922.76,9.0,RENT,West,debt_consolidation,15035.02,36,11.53,736,23.8,0,8,0,0
APP000487,2026-01-14,53,91017.33,12.7,MORTGAGE,South,home_improvement,8469.66,36,5.4,806,25.3,0,9,0,0
APP000488,2026-03-21,42,25098.63,12.2,OWN,Midwest,home_improvement,13429.27,36,10.73,740,27.4,0,10,1,0
APP000489,2025-07-26,40,46653.3,9.4,MORTGAGE,West,home_improvement,12093.66,36,8.34,721,37.4,0.092,7,2,0
APP000490,2023-11-27,66,70539.06,13.1,RENT,Northeast,debt_consolidation,15270.21,60,9.66,728,31.8,0,3,0,0
APP000491,2026-06-08,39,112889.83,3.7,MORTGAGE,Midwest,medical,5911.73,60,6.39,822,23.2,0,11,2,0
APP000492,2025-02-26,30,97834.43,7.2,RENT,South,credit_card,20540.5,60,7.55,817,29.6,0,5,0,0
APP000493,2026-08-08,53,57780.1,12.8,MORTGAGE,Midwest,debt_consolidation,19604.21,60,16.6,562,23.4,0.283,17,1,1
APP000494,2024-10-06,36,68189.74,8.9,RENT,West,debt_consolidation,43454.5,36,6.11,793,13.0,0.138,7,1,0
APP000495,2025-03-08,37,35977.08,15.4,RENT,South,medical,11744.64,36,16.12,547,2.3,0.111,4,1,1
APP000496,2025-01-06,46,34266.24,13.2,MORTGAGE,West,debt_consolidation,17219.78,36,16.82,565,20.0,0,8,3,0
APP000497,2025-02-20,40,75857.52,8.1,RENT,South,home_improvement,15771.81,36,9.57,711,11.9,0.252,8,1,0
APP000498,2026-04-17,43,32926.49,10.3,MORTGAGE,South,credit_card,12487.85,36,6.72,794,21.5,0,8,1,0
APP000499,2023-12-28,47,65965.04,14.1,MORTGAGE,Midwest,debt_consolidation,18733.76,36,13.04,642,29.2,0.002,12,2,0
APP000500,2025-06-25,43,55036.63,19.0,RENT,Midwest,home_improvement,13554.64,36,6.6,822,22.6,0,2,1,0
APP000501,2024-07-02,58,62578.26,12.4,MORTGAGE,South,other,8765.07,60,12.14,634,29.0,0.398,11,1,0
APP000502,2024-06-25,22,172417.05,6,RENT,Midwest,debt_consolidation,11983.55,36,6.97,789,12.4,0,1,0,0
APP000503,2024-08-01,48,58735.41,18.0,MORTGAGE,Northeast,debt_consolidation,7236.36,36,5.0,847,20.4,0,2,0,0
APP000504,2024-05-12,47,44704.01,13.6,MORTGAGE,Northeast,medical,14268.46,36,14.74,520,40.9,0.006,4,1,1
APP000505,2024-07-31,67,67982.82,13.1,MORTGAGE,Northeast,debt_consolidation,23321.57,36,10.61,677,36.8,0.108,2,2,0
APP000506,2025-10-02,31,47662.55,15,RENT,South,credit_card,9383.23,60,5.11,793,12.8,0,11,1,0
APP000507,2025-05-27,26,39429.6,10,MORTGAGE,South,credit_card,27377.53,36,12.35,685,2.5,0,2,4,0
APP000508,2024-12-15,22,60712.18,0,OWN,Northeast,debt_consolidation,12057.38,60,6.2,825,23.8,0.182,12,1,0
APP000509,2023-12-29,22,57008.19,6,MORTGAGE,Midwest,debt_consolidation,10181.18,36,10.18,697,20.0,0.075,12,0,0
APP000510,2025-04-19,29,47147.87,13,MORTGAGE,Midwest,other,15682.9,60,11.32,676,4.4,0.217,9,4,0
APP000511,2023-10-11,35,47843.48,0,MORTGAGE,West,credit_card,4294.06,36,11.59,702,50.7,0,9,1,0
APP000512,2026-01-09,42,47520.26,14.6,MORTGAGE,Midwest,debt_consolidation,36707.4,36,8.92,747,32.7,0.35,14,2,0
APP000513,2025-11-26,54,121024.61,19.6,RENT,West,debt_consolidation,3787.07,36,13.56,619,25.6,0.037,5,1,0
APP000514,2025-11-27,46,101390.37,8.7,RENT,West,debt_consolidation,17507.73,36,16.01,615,21.7,0.167,9,0,0
APP000515,2025-05-30,42,28478.38,18.9,OTHER,Northeast,debt_consolidation,9649.66,36,13.59,635,27.9,0,13,2,0
APP000516,2026-07-02,30,49728.73,14,MORTGAGE,West,credit_card,7207.49,36,9.65,709,20.6,0.108,4,1,0
APP000517,2025-11-26,24,141060.0,2.5,MORTGAGE,South,small_business,18429.36,36,7.42,752,24.0,0,15,1,0
APP000518,2025-11-22,42,62981.31,8.0,OWN,South,credit_card,9719.43,36,8.16,771,21.1,0,11,0,0
APP000519,2024-02-06,38,90643.23,8.4,RENT,West,car,8360.7,36,13.55,639,19.8,0.262,7,1,0
APP000520,2024-04-20,39,60134.96,11.8,RENT,Northeast,small_business,7535.59,60,5.0,850,15.9,0,7,0,0
APP000521,2024-05-24,53,31065.4,7.1,RENT,West,small_business,11829.16,36,14.0,644,21.3,0,7,1,0
APP000522,2023-12-02,54,36935.44,14.0,MORTGAGE,Midwest,medical,9378.52,36,8.66,740,17.3,0.201,13,0,0
APP000523,2026-07-16,49,25944.79,8.1,RENT,South,debt_consolidation,4733.14,60,12.55,624,34.0,0.157,7,1,0
APP000524,2025-10-13,27,49235.54,11,MORTGAGE,South,credit_card,5915.48,36,9.83,740,12.0,0.025,10,0,0
APP000525,2025-07-30,40,52253.77,10.2,OWN,South,debt_consolidation,19546.42,60,9.89,731,15.7,0.019,14,2,0
APP000526,2025-04-26,38,61927.81,10.7,RENT,South,small_business,10639.99,60,5.0,829,12.9,0,7,0,0
APP000527,2024-05-27,49,43877.77,5.2,MORTGAGE,West,other,17088.42,36,9.12,707,26.3,0,6,1,0
APP000528,2025-04-21,26,73999.21,0.9,RENT,South,debt_consolidation,35802.04,36,10.29,688,14.2,0,6,0,0
APP000529,2026-06-13,62,40038.09,4.4,OWN,Northeast,car,23584.16,36,12.16,672,12.6,0.03,11,0,0
APP000530,2023-11-02,31,68748.9,9.6,RENT,South,debt_consolidation,10713.34,36,9.32,732,28.9,0.055,8,1,0
APP000531,2026-04-21,68,41664.62,9.2,OWN,South,debt_consolidation,7824.26,36,15.41,571,27.9,0.044,11,2,1
APP000532,2025-05-28,67,110152.69,10.6,RENT,South,debt_consolidation,12318.99,60,9.97,655,13.1,0,13,2,0
APP000533,2026-04-21,32,89381.26,13.9,MORTGAGE,Midwest,credit_card,6494.97,36,5.0,850,16.8,0,10,1,0
APP000534,2025-10-27,18,44859.49,0,RENT,South,home_improvement,15618.87,60,6.81,737,17.9,0,12,0,0
APP000535,2025-01-29,49,39651.33,12.0,OTHER,South,debt_consolidation,13891.12,36,9.42,725,13.7,0.368,14,0,0
APP000536,2025-10-21,51,56270.0,17.7,RENT,West,major_purchase,32017.06,36,6.93,806,23.3,0.119,11,1,0
APP000537,2024-01-28,64,42762.95,16.4,RENT,West,debt_consolidation,6883.23,60,13.51,665,28.7,0,6,0,0
APP000538,2026-08-29,31,50392.77,10.6,OWN,South,medical,18446.99,60,9.8,728,33.2,0.22,5,1,0
APP000539,2026-07-29,45,41976.94,0,MORTGAGE,West,debt_consolidation,11330.06,36,11.78,623,4.1,0.278,0,0,0
APP000540,2026-04-01,50,61344.68,0,RENT,South,debt_consolidation,26030.89,36,8.86,716,16.7,0,13,0,0
APP000541,2025-07-20,38,58495.03,22,RENT,Midwest,debt_consolidation,13069.56,60,19.16,492,21.7,0.485,19,1,1
APP000542,2023-10-23,42,68166.29,12.2,MORTGAGE,Northeast,debt_consolidation,8828.88,60,8.27,781,20.0,0,11,0,0
APP000543,2024-10-07,36,45706.65,7.8,MORTGAGE,Midwest,major_purchase,17447.92,60,5.0,762,44.4,0.084,9,0,0
APP000544,2024-10-10,24,50243.44,8,MORTGAGE,Midwest,credit_card,12845.67,60,14.92,561,13.7,0.022,5,3,1
APP000545,2024-07-18,58,105701.13,0,OWN,West,debt_consolidation,7561.22,36,12.63,653,20.1,0,15,0,0
APP000546,2026-03-26,41,44600.23,25,MORTGAGE,Northeast,debt_consolidation,17389.21,60,12.85,665,21.3,0,4,0,0
APP000547,2024-01-01,37,59849.59,21,MORTGAGE,Midwest,major_purchase,13173.28,36,7.11,783,7.9,0,5,0,0
APP000548,2023-11-30,47,41046.7,14.8,MORTGAGE,South,debt_consolidation,27686.08,36,9.47,719,30.9,0.1,16,2,0
APP000549,2026-01-01,49,64513.25,13.5,OTHER,Midwest,credit_card,7805.24,36,14.32,618,20.4,0.148,11,1,0
APP000550,2025-11-09,39,45283.4,12.5,MORTGAGE,Midwest,debt_consolidation,9460.04,60,8.36,750,28.9,0,8,1,0
APP000551,2024-01-08,26,124710.5,10,RENT,Midwest,debt_consolidation,3207.6,36,15.68,495,23.5,0.199,9,2,1
APP000552,2023-10-12,27,48512.35,4.0,MORTGAGE,West,debt_consolidation,18571.92,36,7.05,784,20.2,0.076,12,0,0
APP000553,2024-04-27,41,86262.69,10.8,MORTGAGE,Northeast,credit_card,36048.31,36,9.27,694,30.1,0.135,3,1,0
APP000554,2026-03-31,41,72216.15,16.0,RENT,Midwest,car,12748.1,60,7.86,733,26.5,0.14,3,1,0
APP000555,2026-02-24,48,78512.37,9.4,MORTGAGE,South,other,33593.74,60,19.57,464,39.4,0.096,8,1,1
APP000556,2026-07-10,21,60331.89,0,MORTGAGE,Midwest,vacation,9614.79,36,12.61,592,21.6,0.465,8,1,0
APP000557,2026-04-27,57,64539.87,11.1,MORTGAGE,South,credit_card,20922.0,60,10.39,716,15.4,0,3,0,0
APP000558,2025-06-19,35,51426.35,12.8,OWN,West,credit_card,8950.62,36,10.89,709,24.1,0,9,2,0
APP000559,2025-12-01,26,75412.13,10,OWN,South,debt_consolidation,5953.08,60,12.01,686,28.9,0.486,4,0,0
APP000560,2026-03-23,43,57039.68,13.3,RENT,South,small_business,6612.93,36,11.39,633,17.9,0.196,8,1,0
APP000561,2024-08-04,38,17761.0,15.2,MORTGAGE,South,debt_consolidation,20055.27,36,5.45,824,30.2,0.091,8,0,0
APP000562,2024-01-17,47,45832.69,15.4,MORTGAGE,Northeast,car,19747.97,36,10.81,697,38.6,0.203,14,1,0
APP000563,2026-06-15,38,43079.58,12.6,RENT,South,credit_card,10613.54,36,11.97,649,29.5,0,5,0,0
APP000564,2025-08-15,38,61874.26,2.0,OWN,South,debt_consolidation,11748.25,36,6.6,774,22.4,0,7,0,0
APP000565,2026-03-19,50,81929.18,13.9,RENT,South,medical,5336.3,36,12.08,676,27.9,0,10,1,0
APP000566,2023-09-13,42,47935.19,20.0,OWN,South,medical,5014.46,36,13.14,652,26.5,0.292,6,0,0
APP000567,2024-09-06,59,72922.47,6.9,RENT,Northeast,major_purchase,3728.63,60,14.54,601,17.9,0,1,0,0
APP000568,2026-03-16,55,136965.33,14.3,MORTGAGE,South,debt_consolidation,5767.09,60,12.27,663,23.5,0.181,6,0,0
APP000569,2025-04-21,30,73990.16,7.4,OTHER,Northeast,debt_consolidation,40318.47,60,13.18,622,29.1,0.056,8,0,0
APP000570,2025-01-13,31,101975.18,2.3,OWN,South,debt_consolidation,31656.54,60,10.23,692,43.2,0.263,6,1,0
APP000571,2026-06-08,30,103396.82,14,OWN,West,major_purchase,12381.87,36,11.04,693,11.8,0,5,1,0
APP000572,2025-09-09,26,47677.09,4.3,MORTGAGE,South,debt_consolidation,11283.08,60,7.93,769,22.8,0.315,7,0,0
APP000573,2025-08-02,41,29990.13,17.5,RENT,Northeast,medical,12583.59,36,13.24,609,23.7,0,7,0,0
APP000574,2024-04-25,48,57088.62,20.4,MORTGAGE,South,vacation,3619.46,36,11.96,622,25.4,0.375,14,0,0
APP000575,2026-07-22,31,74822.78,9.4,RENT,West,credit_card,10038.92,36,15.25,587,17.6,0.09,0,1,0
APP000576,2025-05-24,18,74622.39,2,MORTGAGE,South,credit_card,14111.97,60,16.67,538,25.3,0.074,1,1,1
APP000577,2025-11-06,44,62252.58,20.8,OWN,Northeast,debt_consolidation,14048.19,36,10.29,697,46.5,0,15,4,0
APP000578,2023-10-27,52,27358.14,17.3,MORTGAGE,Midwest,small_business,10724.86,36,5.64,784,18.8,0.217,6,3,0
APP000579,2026-07-13,60,74775.59,5.0,RENT,Northeast,debt_consolidation,21829.38,36,13.58,690,21.6,0.064,0,0,0
APP000580,2025-02-04,42,36644.51,8.3,MORTGAGE,Northeast,home_improvement,14334.39,36,13.37,648,27.5,0,5,4,0
APP000581,2023-09-26,68,77662.7,17.1,RENT,South,major_purchase,8287.48,60,8.76,720,26.0,0,5,0,0
APP000582,2024-07-25,33,92385.13,14.1,RENT,West,credit_card,8687.19,60,5.0,773,28.1,0,7,0,0
APP000583,2025-11-17,42,66129.32,14.3,RENT,Midwest,debt_consolidation,11629.96,36,10.8,688,25.2,0,10,0,0
APP000584,2025-09-06,30,132767.43,0,MORTGAGE,South,debt_consolidation,25854.43,60,13.03,675,32.5,0,5,1,0
APP000585,2026-08-03,53,41087.03,11.8,RENT,South,car,13125.31,60,16.94,565,27.1,0.112,1,1,0
APP000586,2023-09-05,42,28278.12,21.9,OWN,South,debt_consolidation,10050.63,36,7.7,768,24.2,0,10,0,0
APP000587,2025-12-11,40,61905.45,18.3,MORTGAGE,South,other,12118.28,36,11.67,676,21.5,0.143,13,2,0
APP000588,2024-02-02,57,40085.27,6.1,OTHER,West,debt_consolidation,10618.13,36,11.74,625,0,0.146,8,1,0
APP000589,2026-07-04,29,26822.54,9.8,RENT,South,major_purchase,7988.41,60,5.71,772,21.0,0.099,8,1,0
APP000590,2023-09-09,20,43313.81,0,MORTGAGE,Northeast,credit_card,13653.16,60,7.9,772,36.5,0,9,0,0
APP000591,2025-06-05,53,76338.08,3.3,OWN,West,debt_consolidation,20607.23,36,7.01,784,17.4,0,10,2,0
APP000592,2026-01-15,55,71172.17,21.5,OWN,Midwest,debt_consolidation,3975.6,36,5.79,785,36.2,0.416,9,1,0
APP000593,2026-08-02,35,46488.49,9.9,RENT,Midwest,home_improvement,11157.44,36,11.9,699,17.9,0.18,14,0,0
APP000594,2024-04-10,39,44687.97,9.2,RENT,South,car,10114.38,60,15.48,581,3.8,0,2,1,0
APP000595,2023-11-10,64,61418.32,8.7,MORTGAGE,West,credit_card,18870.19,60,10.49,693,9.6,0.074,0,1,0
APP000596,2025-08-26,63,50613.19,22.8,RENT,West,car,10263.48,60,12.39,660,34.8,0.36,14,0,0
APP000597,2026-04-14,39,57239.91,16.8,RENT,West,car,20913.94,60,12.89,606,31.1,0,7,1,0
APP000598,2024-02-13,37,68949.42,1.4,RENT,South,major_purchase,6597.88,36,11.76,650,28.2,0.047,9,0,0
APP000599,2026-05-18,46,52986.26,17.0,OWN,Midwest,medical,9141.18,36,7.28,791,19.9,0.042,10,0,0
APP000600,2024-12-22,39,18409.28,16.9,MORTGAGE,West,medical,35871.49,60,7.69,752,23.9,0.172,0,1,0
APP000601,2025-04-02,33,26175.86,10.6,MORTGAGE,Midwest,car,13139.44,60,12.64,672,19.8,0.223,7,1,0
APP000602,2023-10-07,27,118302.28,8.4,MORTGAGE,West,medical,4767.29,60,12.51,651,29.6,0,4,0,0
APP000603,2025-06-29,54,68291.48,20.8,OWN,South,car,13261.26,36,9.39,712,12.3,0.168,10,1,0
APP000604,2025-11-02,23,35529.9,2.2,MORTGAGE,South,credit_card,27171.65,36,13.66,625,37.9,0,5,0,0
APP000605,2025-11-22,55,63234.32,23.9,MORTGAGE,Northeast,debt_consolidation,8516.49,60,9.72,710,29.6,0,6,1,0
APP000606,2024-12-25,46,50452.93,14.5,RENT,South,home_improvement,13267.57,36,7.69,711,24.1,0.029,10,1,0
APP000607,2025-06-21,57,45617.16,18.2,OWN,South,home_improvement,23274.52,36,12.01,660,39.3,0.34,14,0,0
APP000608,2026-03-13,26,37493.23,9.4,RENT,South,home_improvement,9333.07,36,13.65,586,26.1,0.406,10,1,0
APP000609,2024-02-22,43,43255.56,11.0,RENT,South,debt_consolidation,10053.61,60,10.99,667,36.2,0,6,2,0
APP000610,2026-03-03,60,46311.52,18.0,MORTGAGE,Northeast,credit_card,12697.16,36,7.94,724,25.5,0.017,11,1,0
APP000611,2024-06-05,38,72497.82,12.8,RENT,West,other,11887.84,36,8.07,774,30.4,0.171,6,0,0
APP000612,2026-04-25,58,57926.82,8.5,OWN,South,car,10887.5,36,11.76,670,15.5,0,11,0,0
APP000613,2026-04-17,50,53914.34,3.9,MORTGAGE,Midwest,debt_consolidation,17082.05,36,5.74,771,20.7,0.035,8,0,0
APP000614,2026-04-23,27,59795.26,6.6,MORTGAGE,South,home_improvement,21172.68,60,14.29,571,14.2,0.137,3,1,1
APP000615,2026-01-13,26,81393.47,3.1,RENT,Midwest,debt_consolidation,17822.36,36,13.44,628,19.1,0.264,8,1,1
APP000616,2026-03-16,41,34924.46,8.8,RENT,Northeast,debt_consolidation,13710.05,36,19.59,519,41.7,0,8,1,1
APP000617,2025-12-31,33,63048.31,2.8,OWN,South,vacation,9683.58,60,6.58,794,10.5,0.199,14,1,0
APP000618,2025-02-27,48,60666.58,0,RENT,South,debt_consolidation,13975.59,36,12.75,675,11.3,0,8,3,0
APP000619,2024-07-23,31,73302.84,8.3,OWN,Northeast,major_purchase,13030.03,36,8.86,802,16.8,0.301,8,0,0
APP000620,2024-10-11,58,68403.92,15.2,MORTGAGE,South,vacation,12157.19,36,15.19,552,21.2,0.145,9,1,1
APP000621,2023-09-20,62,34558.95,25.2,MORTGAGE,West,home_improvement,7745.9,36,8.65,727,17.9,0.023,9,1,0
APP000622,2025-04-12,46,45181.47,10.4,OTHER,South,car,4571.86,36,12.41,670,28.4,0.255,3,1,0
APP000623,2026-04-27,41,34407.41,19.6,RENT,Midwest,debt_consolidation,13342.82,36,11.02,698,25.2,0,9,0,0
APP000624,2024-11-04,45,57281.9,14.0,OWN,Midwest,debt_consolidation,7028.21,36,11.94,678,11.2,0.03,5,0,0
APP000625,2023-12-30,56,117635.39,7.9,MORTGAGE,South,debt_consolidation,14365.59,60,14.1,616,13.7,0.24,11,0,0
APP000626,2026-08-19,41,31168.28,13.4,RENT,South,other,13411.99,36,10.41,675,12.7,0,11,1,0
APP000627,2024-04-19,27,46047.24,4.1,MORTGAGE,Northeast,credit_card,17860.34,60,13.02,586,19.5,0,13,2,1
APP000628,2026-01-24,31,24444.96,10.6,RENT,Midwest,credit_card,20774.38,36,10.49,685,29.9,0,0,0,0
APP000629,2024-08-02,33,87392.91,17,MORTGAGE,Northeast,credit_card,14941.53,36,8.56,717,27.4,0,6,1,0
APP000630,2025-03-14,29,56783.06,10.9,OWN,West,credit_card,20997.74,60,6.88,833,0,0,2,0,0
APP000631,2025-05-15,33,40490.46,7.2,RENT,Northeast,small_business,4118.02,60,7.41,718,27.8,0,7,1,0
APP000632,2026-03-14,40,50839.56,12.2,RENT,South,major_purchase,18099.16,60,19.74,494,12.2,0.265,12,1,1
APP000633,2025-08-01,51,27979.87,8.5,RENT,South,debt_consolidation,5334.79,60,13.07,616,15.1,0.018,2,3,0
APP000634,2024-08-28,44,55151.21,13.2,MORTGAGE,South,credit_card,10060.45,36,6.17,816,16.9,0.529,6,2,0
APP000635,2025-03-29,21,33995.81,5,MORTGAGE,South,debt_consolidation,11049.89,36,11.69,671,29.8,0,14,2,0
APP000636,2025-03-04,27,63092.17,3.2,RENT,Northeast,debt_consolidation,17326.1,60,11.42,655,33.7,0.099,15,1,0
APP000637,2025-09-09,45,37472.59,19.3,OWN,South,major_purchase,7701.44,36,12.59,632,21.0,0,10,0,0
APP000638,2026-03-13,40,55920.24,7.2,RENT,Midwest,small_business,6861.91,60,10.35,746,15.9,0.248,3,0,0
APP000639,2024-10-29,42,24818.66,1.5,MORTGAGE,West,medical,18177.85,36,12.1,700,14.4,0,6,2,0
APP000640,2024-01-16,36,71238.53,13.1,RENT,West,debt_consolidation,4518.78,36,11.98,697,36.6,0.397,7,3,0
APP000641,2023-12-15,32,58350.91,8.2,RENT,South,credit_card,13497.63,60,13.19,643,25.3,0,5,1,1
APP000642,2026-03-26,36,27936.67,14.1,MORTGAGE,West,credit_card,18479.12,36,13.81,610,7.7,0,4,0,0
APP000643,2025-02-06,70,89396.37,12.5,RENT,South,debt_consolidation,24266.62,60,10.42,710,25.0,0.063,4,2,0
APP000644,2025-12-19,51,28537.24,15.1,RENT,South,home_improvement,10601.89,36,10.65,738,15.1,0,9,0,0
APP000645,2023-10-11,26,66717.12,10,MORTGAGE,Northeast,small_business,16995.76,36,16.81,543,35.5,0,9,1,1
APP000646,2024-08-22,58,49688.63,12.2,MORTGAGE,Northeast,vacation,7428.06,36,11.41,733,42.8,0.201,4,0,0
APP000647,2025-11-19,50,24684.26,2.3,RENT,West,credit_card,9528.81,36,10.35,696,29.5,0,11,1,0
APP000648,2024-05-31,27,83796.69,5.1,MORTGAGE,West,debt_consolidation,6224.87,60,12.69,671,15.3,0,6,0,0
APP000649,2025-09-06,46,123168.03,18.2,OTHER,West,other,12084.81,60,14.4,600,26.6,0.225,12,0,0
APP000650,2024-10-21,49,86650.09,14.5,MORTGAGE,Midwest,credit_card,8545.92,36,15.47,582,24.0,0.049,9,1,0
APP000651,2025-09-06,39,63528.5,13.6,MORTGAGE,West,debt_consolidation,11025.93,60,5.33,850,27.2,0,3,0,0
APP000652,2025-03-21,43,65012.74,9.0,OWN,Northeast,debt_consolidation,4595.0,36,10.3,732,22.2,0,8,2,0
APP000653,2025-06-18,49,52317.24,8.5,MORTGAGE,South,car,6450.33,60,10.47,709,18.0,0.178,12,2,1
APP000654,2024-08-29,37,30529.27,9.1,MORTGAGE,West,car,8041.22,60,16.75,592,46.0,0,5,1,0
APP000655,2025-04-27,41,68379.73,0,OWN,Northeast,home_improvement,11102.09,36,8.07,766,24.8,0,9,1,0
APP000656,2025-01-26,41,41975.97,20.9,RENT,Northeast,debt_consolidation,23373.95,36,7.31,809,27.0,0.169,5,2,0
APP000657,2026-08-21,34,19617.22,11.1,RENT,Northeast,car,8837.82,36,5.85,808,33.9,0.512,0,1,0
APP000658,2026-03-28,59,42233.56,17.9,RENT,West,major_purchase,18315.46,60,11.31,649,24.7,0.139,7,0,0
